"route.name","route.number","stop.id","time","n.students","location","query","lat","lng","type"
"HS 29 AM",148,19," 7:37 am",4,"74 STRATTON RD","74 STRATTON RD, Scarsdale, NY",40.9769361,-73.7614551,"RANGE_INTERPOLATED"
"HS 29 AM",148,20," 7:39 am",10,"ARCHER LN & HARVEST DR","ARCHER LN & HARVEST DR, Scarsdale, NY",40.9777482,-73.7647338,"APPROXIMATE"
"HS 29 AM",148,21," 7:46 am",-81,"SENIOR HIGH SCHOOL (007)","SENIOR HIGH SCHOOL (007), Scarsdale, NY",41.000751,-73.808159,"APPROXIMATE"
"HS 30 AM",156,2," 7:20 am",15,"ARDMORE RD & CROSSWAY","ARDMORE RD & CROSSWAY, Scarsdale, NY",40.9786092,-73.7713407,"APPROXIMATE"
"HS 30 AM",156,3," 7:23 am",15,"CROSSWAY & HEATHCOTE RD","CROSSWAY & HEATHCOTE RD, Scarsdale, NY",40.9774,-73.7735761,"APPROXIMATE"
"HS 30 AM",156,4," 7:29 am",28,"SPRAGUE RD & WHITE RD","SPRAGUE RD & WHITE RD, Scarsdale, NY",40.9767433,-73.7936604,"APPROXIMATE"
"HS 30 AM",156,5," 7:38 am",-58,"SENIOR HIGH SCHOOL (007)","SENIOR HIGH SCHOOL (007), Scarsdale, NY",41.000751,-73.808159,"APPROXIMATE"
"HS 31 AM",142,2," 7:20 am",4,"BROOKBY RD & WHIEELOCK RD","BROOKBY RD & WHIEELOCK RD, Scarsdale, NY",40.9925262,-73.768928,"APPROXIMATE"
"HS 31 AM",142,3," 7:21 am",3,"HANOVER RD & WHEELOCK RD","HANOVER RD & WHEELOCK RD, Scarsdale, NY",40.9945184,-73.7694628,"APPROXIMATE"
"HS 31 AM",142,4," 7:23 am",1,"CATHERINE RD & WHEELOCK RD","CATHERINE RD & WHEELOCK RD, Scarsdale, NY",40.995131,-73.770044,"APPROXIMATE"
"HS 31 AM",142,5," 7:24 am",2,"CANTERBURY RD & CATHERINE RD","CANTERBURY RD & CATHERINE RD, Scarsdale, NY",40.9943716,-73.7712929,"APPROXIMATE"
"HS 31 AM",142,6," 7:25 am",6,"CANTERBURY RD & CAYUGA RD","CANTERBURY RD & CAYUGA RD, Scarsdale, NY",40.9954883,-73.7719904,"APPROXIMATE"
"HS 31 AM",142,7," 7:26 am",9,"CAYUGA RD & ONEIDA RD","CAYUGA RD & ONEIDA RD, Scarsdale, NY",40.9969891,-73.7693268,"APPROXIMATE"
"HS 31 AM",142,8," 7:28 am",2,"ONEIDA RD & SENECA RD","ONEIDA RD & SENECA RD, Scarsdale, NY",40.9978952,-73.7701086,"APPROXIMATE"
"HS 31 AM",142,9," 7:29 am",3,"LEATHERSTOCIKING LN & SENECA RD","LEATHERSTOCIKING LN & SENECA RD, Scarsdale, NY",40.9969423,-73.7727332,"APPROXIMATE"
"HS 31 AM",142,10," 7:30 am",1,"CANTERBURY RD & LEATHERSTOCIKING LN","CANTERBURY RD & LEATHERSTOCIKING LN, Scarsdale, NY",40.9957891,-73.7725113,"APPROXIMATE"
"HS 31 AM",142,11," 7:32 am",3,"MAMARONECK RD & MOHICAN TRL","MAMARONECK RD & MOHICAN TRL, Scarsdale, NY",40.9953912,-73.7763897,"APPROXIMATE"
"HS 31 AM",142,12," 7:33 am",2,"COLBY LN & SHELDRAKE RD","COLBY LN & SHELDRAKE RD, Scarsdale, NY",41.0018457,-73.7767776,"APPROXIMATE"
"HS 31 AM",142,13," 7:34 am",1,"54 SHELDRAKE ROAD","54 SHELDRAKE ROAD, Scarsdale, NY",41.0027459,-73.77501,"RANGE_INTERPOLATED"
"HS 31 AM",142,14," 7:35 am",2,"SHELDRAKE RD & WILLOW LN","SHELDRAKE RD & WILLOW LN, Scarsdale, NY",41.0036996,-73.7716869,"APPROXIMATE"
"HS 31 AM",142,15," 7:36 am",5,"CUSHMAN RD & WILLOW LN","CUSHMAN RD & WILLOW LN, Scarsdale, NY",41.0053416,-73.7722137,"APPROXIMATE"
"HS 31 AM",142,16," 7:41 am",-44,"SENIOR HIGH SCHOOL (007)","SENIOR HIGH SCHOOL (007), Scarsdale, NY",41.000751,-73.808159,"APPROXIMATE"
"HS 57 PM",144,2," 2:10 pm",95,"SENIOR HIGH SCHOOL (007)","SENIOR HIGH SCHOOL (007), Scarsdale, NY",41.000751,-73.808159,"APPROXIMATE"
"HS 57 PM",144,3," 2:33 pm",-7,"HARVEST DR & MAMARONECK RD","HARVEST DR & MAMARONECK RD, Scarsdale, NY",40.9786282,-73.7614486,"APPROXIMATE"
"HS 57 PM",144,4," 2:35 pm",-3,"MAMARONECK RD & STRATTON RD","MAMARONECK RD & STRATTON RD, Scarsdale, NY",40.9775036,-73.7594932,"APPROXIMATE"
"HS 57 PM",144,5," 2:36 pm",-12,"COLONEL RD & MAMARONECK RD","COLONEL RD & MAMARONECK RD, Scarsdale, NY",40.9891264,-73.7685321,"GEOMETRIC_CENTER"
"HS 57 PM",144,6," 2:39 pm",-3,"BARKER LN & MAMORONECK RD","BARKER LN & MAMORONECK RD, Scarsdale, NY",40.9746115,-73.7556929,"APPROXIMATE"
"HS 57 PM",144,7," 2:41 pm",-4,"GRIFFEN AVE & MAMARONECK RD & OLD WHITE PLAINS RD","GRIFFEN AVE & MAMARONECK RD & OLD WHITE PLAINS RD, Scarsdale, NY",40.972363,-73.753975,"APPROXIMATE"
"HS 57 PM",144,8," 2:42 pm",-4,"BARNWALL LN & STONEWALL LN","BARNWALL LN & STONEWALL LN, Scarsdale, NY",40.973492,-73.752015,"APPROXIMATE"
"HS 57 PM",144,9," 2:44 pm",-3,"JENNY CLOSE & MARBOURNE DR","JENNY CLOSE & MARBOURNE DR, Scarsdale, NY",40.975483,-73.748348,"APPROXIMATE"
"HS 57 PM",144,10," 2:45 pm",0,"MARBOURNE DR & PRINCE WILLOW LN","MARBOURNE DR & PRINCE WILLOW LN, Scarsdale, NY",40.973544,-73.747387,"APPROXIMATE"
"HS 57 PM",144,11," 2:46 pm",-6,"DORIS RD & PRINCE WILLOW LN","DORIS RD & PRINCE WILLOW LN, Scarsdale, NY",40.9712362,-73.7500555,"APPROXIMATE"
"HS 57 PM",144,12," 2:47 pm",-9,"FAIRWAY DR DORIS RD","FAIRWAY DR DORIS RD, Scarsdale, NY",41.0050977,-73.7845768,"APPROXIMATE"
"HS 57 PM",144,13," 2:50 pm",0,"FAIRWAY DR & OLD WHITE PLAINS RD","FAIRWAY DR & OLD WHITE PLAINS RD, Scarsdale, NY",40.971133,-73.752298,"APPROXIMATE"
"HS 57 PM",144,14," 2:50 pm",-1,"1170 OLD WHITE PLAINS RD","1170 OLD WHITE PLAINS RD, Scarsdale, NY",40.9691878,-73.7498751,"RANGE_INTERPOLATED"
"HS 57 PM",144,15," 2:51 pm",-1,"4 CARRIAGE HOUSE LANE","4 CARRIAGE HOUSE LANE, Scarsdale, NY",40.9688274,-73.7512081,"RANGE_INTERPOLATED"
"HS 57 PM",144,16," 2:52 pm",-4,"CARRIAGE HOUSE LN & WELLHOUSE LN","CARRIAGE HOUSE LN & WELLHOUSE LN, Scarsdale, NY",40.970057,-73.753533,"APPROXIMATE"
"HS 57 PM",144,17," 2:54 pm",-5,"GRIFFEN AVENUE & BRITTANY CLOSE & GRIFFEN AVENUE","GRIFFEN AVENUE & BRITTANY CLOSE & GRIFFEN AVENUE, Scarsdale, NY",40.965234,-73.7620308,"GEOMETRIC_CENTER"
"HS 57 PM",144,18," 2:55 pm",-11,"GRIFFEN AVENUE & MURDOCK RD","GRIFFEN AVENUE & MURDOCK RD, Scarsdale, NY",40.9645551,-73.76275,"APPROXIMATE"
"HS 57 PM",144,19," 2:59 pm",-7,"BROADMOOR RD & GRIFFEN AVE","BROADMOOR RD & GRIFFEN AVE, Scarsdale, NY",40.9625626,-73.7666146,"APPROXIMATE"
"HS 57 PM",144,20," 3:01 pm",-5,"GRIFFEN AVE & NORMANDY LN","GRIFFEN AVE & NORMANDY LN, Scarsdale, NY",40.9615573,-73.768573,"APPROXIMATE"
"HS 57 PM",144,21," 3:03 pm",-8,"CORNELL ST & FENIMORE RD & GRAND PK AVE","CORNELL ST & FENIMORE RD & GRAND PK AVE, Scarsdale, NY",40.9597268,-73.76775,"APPROXIMATE"
"HS 57 PM",144,22," 3:06 pm",-2,"18 CORNELL ST","18 CORNELL ST, Scarsdale, NY",40.9572595,-73.7710446,"RANGE_INTERPOLATED"
"HS 58 PM",154,2," 2:10 pm",55,"SENIOR HIGH SCHOOL (007)","SENIOR HIGH SCHOOL (007), Scarsdale, NY",41.000751,-73.808159,"APPROXIMATE"
"HS 58 PM",154,3," 2:24 pm",-6,"BROOK LA & WALWORTH AVE","BROOK LA & WALWORTH AVE, Scarsdale, NY",41.0150477,-73.789037,"GEOMETRIC_CENTER"
"HS 58 PM",154,4," 2:25 pm",-15,"RIVER RD & WALWORTH AVE","RIVER RD & WALWORTH AVE, Scarsdale, NY",41.0165143,-73.7877403,"APPROXIMATE"
"HS 58 PM",154,5," 2:29 pm",-14,"CLAREMONT RD & WALWORTH AVE","CLAREMONT RD & WALWORTH AVE, Scarsdale, NY",41.0201316,-73.7844128,"APPROXIMATE"
"HS 58 PM",154,6," 2:32 pm",-3,"BERKELEY RD & CLAREMONT RD","BERKELEY RD & CLAREMONT RD, Scarsdale, NY",41.0160763,-73.7865508,"APPROXIMATE"
"HS 58 PM",154,7," 2:34 pm",-8,"BERKELEY RD & GREENACRES AVE & KINGSTON RD","BERKELEY RD & GREENACRES AVE & KINGSTON RD, Scarsdale, NY",41.0157,-73.7857047,"APPROXIMATE"
"HS 58 PM",154,8," 2:36 pm",-7,"BREWSTER RD & KINGSTON RD","BREWSTER RD & KINGSTON RD, Scarsdale, NY",41.0138528,-73.7843671,"APPROXIMATE"
"HS 58 PM",154,9," 2:39 pm",-2,"KINGSTON RD & MONTROSE RD","KINGSTON RD & MONTROSE RD, Scarsdale, NY",41.0121761,-73.782046,"APPROXIMATE"
"HS 58 PM",154,10," 2:41 pm",0,"HUNTINGTON AV & MONROSE RD & SAGE TER","HUNTINGTON AV & MONROSE RD & SAGE TER, Scarsdale, NY",41.0108836,-73.7832509,"APPROXIMATE"
"HS 59 PM",145,2," 2:10 pm",62,"SENIOR HIGH SCHOOL (007)","SENIOR HIGH SCHOOL (007), Scarsdale, NY",41.000751,-73.808159,"APPROXIMATE"
"HS 59 PM",145,3," 2:25 pm",-1,"FARLEY RD & GREENACRES AVE","FARLEY RD & GREENACRES AVE, Scarsdale, NY",41.0180071,-73.7830523,"APPROXIMATE"
"HS 59 PM",145,4," 2:26 pm",-3,"FARLEY RD & VALLEY RD","FARLEY RD & VALLEY RD, Scarsdale, NY",41.0166501,-73.7810278,"APPROXIMATE"
"HS 59 PM",145,5," 2:27 pm",-4,"GORHAM RD & MONTROSE RD","GORHAM RD & MONTROSE RD, Scarsdale, NY",41.0143278,-73.7806995,"APPROXIMATE"
"HS 59 PM",145,6," 2:28 pm",-5,"6 DICKEL RD","6 DICKEL RD, Scarsdale, NY",41.0144151,-73.7789958,"RANGE_INTERPOLATED"
"HS 59 PM",145,7," 2:30 pm",-6,"DICKEL RD & FAIRVIEW RD","DICKEL RD & FAIRVIEW RD, Scarsdale, NY",41.012253,-73.776544,"APPROXIMATE"
"HS 59 PM",145,8," 2:32 pm",-5,"FAIRVIEW RD & GREENDALE RD","FAIRVIEW RD & GREENDALE RD, Scarsdale, NY",41.012773,-73.7782881,"APPROXIMATE"
"HS 59 PM",145,9," 2:33 pm",-3,"GREENDALE RD & WINDMILL CIR & WINDMILL LN","GREENDALE RD & WINDMILL CIR & WINDMILL LN, Scarsdale, NY",41.0119014,-73.778873,"APPROXIMATE"
"HS 59 PM",145,10," 2:35 pm",-1,"ETON RD & WINDMILL LN","ETON RD & WINDMILL LN, Scarsdale, NY",41.0103944,-73.7775397,"APPROXIMATE"
"HS 59 PM",145,11," 2:36 pm",-6,"ETON RD & PARK RD","ETON RD & PARK RD, Scarsdale, NY",41.0092914,-73.7759533,"APPROXIMATE"
"HS 59 PM",145,12," 2:38 pm",0,"OXFORD RD & PARK RD","OXFORD RD & PARK RD, Scarsdale, NY",41.0069255,-73.7796741,"APPROXIMATE"
"HS 59 PM",145,13," 2:38 pm",0,"GARDEN RD & OXFORD RD","GARDEN RD & OXFORD RD, Scarsdale, NY",41.0058038,-73.777176,"APPROXIMATE"
"HS 59 PM",145,14," 2:39 pm",-3,"91 GARDEN RD","91 GARDEN RD, Scarsdale, NY",41.0077606,-73.7733539,"RANGE_INTERPOLATED"
"HS 59 PM",145,15," 2:41 pm",-4,"CUSHMAN RD & WILLOW LN","CUSHMAN RD & WILLOW LN, Scarsdale, NY",41.0053416,-73.7722137,"APPROXIMATE"
"HS 59 PM",145,16," 2:43 pm",0,"54 SHELDRAKE RD","54 SHELDRAKE RD, Scarsdale, NY",41.0027459,-73.77501,"RANGE_INTERPOLATED"
"HS 59 PM",145,17," 2:44 pm",-1,"COLBY LN","COLBY LN, Scarsdale, NY",41.0009592,-73.7762381,"GEOMETRIC_CENTER"
"HS 59 PM",145,18," 2:46 pm",-20,"LEATHERSTOCKING LN & CANTERBURY RD","LEATHERSTOCKING LN & CANTERBURY RD, Scarsdale, NY",40.9957891,-73.7725113,"APPROXIMATE"
"HS 60 PM",155,2," 2:10 pm",129,"SENIOR HIGH SCHOOL (007)","SENIOR HIGH SCHOOL (007), Scarsdale, NY",41.000751,-73.808159,"APPROXIMATE"
"HS 60 PM",155,3," 2:37 pm",-3,"BROOKBY RD & QUENTIN RD","BROOKBY RD & QUENTIN RD, Scarsdale, NY",40.99076,-73.771795,"APPROXIMATE"
"HS 60 PM",155,4," 2:38 pm",-14,"BROOKBY RD & MAMARONECK RD","BROOKBY RD & MAMARONECK RD, Scarsdale, NY",40.9916574,-73.7700412,"APPROXIMATE"
"HS 60 PM",155,5," 2:41 pm",-25,"MARJORY LN & SECOR RD","MARJORY LN & SECOR RD, Scarsdale, NY",40.990251,-73.767486,"APPROXIMATE"
"HS 60 PM",155,6," 2:48 pm",-4,"HAZELTON DR & NORMA PL & HAZELTON DR","HAZELTON DR & NORMA PL & HAZELTON DR, Scarsdale, NY",40.9977335,-73.7636921,"GEOMETRIC_CENTER"
"HS 60 PM",155,7," 2:49 pm",0,"CORALYN RD & REYNAL XING","CORALYN RD & REYNAL XING, Scarsdale, NY",40.9964893,-73.7638502,"APPROXIMATE"
"HS 60 PM",155,8," 2:51 pm",-3,"VERNON RD & WILDWOOD RD","VERNON RD & WILDWOOD RD, Scarsdale, NY",40.994009,-73.764733,"APPROXIMATE"
"HS 60 PM",155,9," 2:52 pm",-6,"CORELL RD & WILDWOOD RD","CORELL RD & WILDWOOD RD, Scarsdale, NY",40.9950767,-73.7634924,"APPROXIMATE"
"HS 60 PM",155,10," 2:53 pm",-11,"CORELL RD & ROCK CREEK LN","CORELL RD & ROCK CREEK LN, Scarsdale, NY",40.9943802,-73.7610115,"APPROXIMATE"
"HS 60 PM",155,11," 2:56 pm",-4,"BLACK BIRCH LN & ROCK CREEK LN","BLACK BIRCH LN & ROCK CREEK LN, Scarsdale, NY",40.9962282,-73.7596272,"APPROXIMATE"
"HS 60 PM",155,12," 2:58 pm",-5,"BLACK BIRCH LN & THORNWOOD PL","BLACK BIRCH LN & THORNWOOD PL, Scarsdale, NY",40.995258,-73.7582,"APPROXIMATE"
"HS 60 PM",155,13," 3:00 pm",-16,"BLACK BIRCH LN & MAGNOLIA RD","BLACK BIRCH LN & MAGNOLIA RD, Scarsdale, NY",40.9935707,-73.7550872,"APPROXIMATE"
"HS 60 PM",155,14," 3:03 pm",-5,"BOULDER BROOK RD & SAXON WOODS RD","BOULDER BROOK RD & SAXON WOODS RD, Scarsdale, NY",40.9915492,-73.7554689,"APPROXIMATE"
"HS 60 PM",155,15," 3:05 pm",-4,"CRAWFORD LN & SAXON WOODS RD","CRAWFORD LN & SAXON WOODS RD, Scarsdale, NY",40.9854191,-73.7632038,"APPROXIMATE"
"HS 60 PM",155,16," 3:06 pm",-2,"SAXON WOODS RD & THIES CT","SAXON WOODS RD & THIES CT, Scarsdale, NY",40.9846989,-73.764387,"APPROXIMATE"
"HS 60 PM",155,17," 3:08 pm",-12,"ASPEN RD & BANSOM RD","ASPEN RD & BANSOM RD, Scarsdale, NY",40.988689,-73.7638547,"APPROXIMATE"
"HS 60 PM",155,18," 3:12 pm",-7,"BANSOM RD & MYRTLEDALE RD","BANSOM RD & MYRTLEDALE RD, Scarsdale, NY",40.9873023,-73.7628079,"APPROXIMATE"
"HS 60 PM",155,19," 3:14 pm",-8,"BENEDICT AVE & BENEDICT RD & ROCK CREEK LN","BENEDICT AVE & BENEDICT RD & ROCK CREEK LN, Scarsdale, NY",40.9928331,-73.7618819,"GEOMETRIC_CENTER"
"HS 61 PM",157,2," 2:10 pm",37,"SENIOR HIGH SCHOOL (007)","SENIOR HIGH SCHOOL (007), Scarsdale, NY",41.000751,-73.808159,"APPROXIMATE"
"HS 61 PM",157,3," 2:20 pm",-10,"HEATHCOTE RD & INNES RD","HEATHCOTE RD & INNES RD, Scarsdale, NY",40.9811928,-73.7744406,"APPROXIMATE"
"HS 61 PM",157,4," 2:23 pm",-7,"CARTHAGE RD & HEATHCOTE RD","CARTHAGE RD & HEATHCOTE RD, Scarsdale, NY",40.97995,-73.7741662,"APPROXIMATE"
"HS 61 PM",157,5," 2:25 pm",0,"FRANKLIN RD & HARVEST DR","FRANKLIN RD & HARVEST DR, Scarsdale, NY",40.9767203,-73.7684119,"APPROXIMATE"
"HS 61 PM",157,6," 2:26 pm",-1,"HARVEST DR & RURAL DR","HARVEST DR & RURAL DR, Scarsdale, NY",40.977186,-73.7669499,"APPROXIMATE"
"HS 61 PM",157,7," 2:27 pm",-1,"61 LINCOLN RD","61 LINCOLN RD, Scarsdale, NY",40.9795463,-73.7678232,"RANGE_INTERPOLATED"
"HS 61 PM",157,8," 2:28 pm",-15,"CARTHAGE RD & LINCOLN RD","CARTHAGE RD & LINCOLN RD, Scarsdale, NY",40.9818323,-73.768791,"APPROXIMATE"
"HS 61 PM",157,9," 2:32 pm",-2,"9 LINCOLN RD","9 LINCOLN RD, Scarsdale, NY",40.9853863,-73.7703408,"RANGE_INTERPOLATED"
"HS 61 PM",157,10," 2:33 pm",-1,"MAMARONECK RD & LENOX PL & MAMARORNECK RD","MAMARONECK RD & LENOX PL & MAMARORNECK RD, Scarsdale, NY",41.0050977,-73.7845768,"APPROXIMATE"
"HS 61 PM",157,11," 2:34 pm",0,"CARTHAGE RD & MAMARONECK RD","CARTHAGE RD & MAMARONECK RD, Scarsdale, NY",40.9828952,-73.7651663,"APPROXIMATE"
"HS 62 PM",148,2," 2:10 pm",40,"SENIOR HIGH SCHOOL (007)","SENIOR HIGH SCHOOL (007), Scarsdale, NY",41.000751,-73.808159,"APPROXIMATE"
"HS 62 PM",148,3," 2:24 pm",0,"GRIFFEN AVE & WEAVER ST","GRIFFEN AVE & WEAVER ST, Scarsdale, NY",40.959798,-73.772406,"APPROXIMATE"
"HS 62 PM",148,4," 2:24 pm",-1,"COPPER BEECH LN & WEAVER ST","COPPER BEECH LN & WEAVER ST, Scarsdale, NY",40.9610884,-73.7726071,"APPROXIMATE"
"HS 62 PM",148,5," 2:25 pm",0,"WEAVER ST & WHITE BIRCH LN","WEAVER ST & WHITE BIRCH LN, Scarsdale, NY",40.9623295,-73.7728263,"APPROXIMATE"
"HS 62 PM",148,6," 2:26 pm",-7,"BRADFORD RD & WEAVER ST","BRADFORD RD & WEAVER ST, Scarsdale, NY",40.9641844,-73.7731791,"APPROXIMATE"
"HS 62 PM",148,7," 2:28 pm",-1,"AMHERST DR & OLD LYME RD & WEAVER ST","AMHERST DR & OLD LYME RD & WEAVER ST, Scarsdale, NY",40.9658871,-73.7734205,"APPROXIMATE"
"HS 62 PM",148,8," 2:29 pm",-3,"NORMANDY LN & OLD LYME RD","NORMANDY LN & OLD LYME RD, Scarsdale, NY",40.966678,-73.7706697,"APPROXIMATE"
"HS 62 PM",148,9," 2:30 pm",-1,"MEADOW RD & OLD LYME RD","MEADOW RD & OLD LYME RD, Scarsdale, NY",40.9676714,-73.767312,"APPROXIMATE"
"HS 62 PM",148,10," 2:31 pm",-1,"HERKIMER RD & MEADOW RD","HERKIMER RD & MEADOW RD, Scarsdale, NY",40.968438,-73.7671699,"APPROXIMATE"
"HS 62 PM",148,11," 2:32 pm",-4,"4 MEADOW RD","4 MEADOW RD, Scarsdale, NY",40.9696921,-73.7681326,"RANGE_INTERPOLATED"
"HS 62 PM",148,12," 2:35 pm",-1,"9 HUTCHINSON AVE","9 HUTCHINSON AVE, Scarsdale, NY",40.9694593,-73.772683,"RANGE_INTERPOLATED"
"HS 62 PM",148,13," 2:36 pm",-4,"GATEHOUSE RD & HAVERFORD AVE","GATEHOUSE RD & HAVERFORD AVE, Scarsdale, NY",40.9715596,-73.7736704,"APPROXIMATE"
"HS 62 PM",148,14," 2:37 pm",-1,"GATEHOUSE RD & SWARTHMORE RD","GATEHOUSE RD & SWARTHMORE RD, Scarsdale, NY",40.9712491,-73.7691467,"APPROXIMATE"
"HS 62 PM",148,15," 2:38 pm",-3,"FRANKLIN RD & HAVERFORD AVE","FRANKLIN RD & HAVERFORD AVE, Scarsdale, NY",40.972287,-73.76837,"APPROXIMATE"
"HS 62 PM",148,16," 2:40 pm",0,"112 PENN RD","112 PENN RD, Scarsdale, NY",40.9729797,-73.766149,"RANGE_INTERPOLATED"
"HS 62 PM",148,17," 2:41 pm",0,"25 PENN BOULEVARD","25 PENN BOULEVARD, Scarsdale, NY",40.9730254,-73.7722788,"RANGE_INTERPOLATED"
"HS 62 PM",148,18," 2:42 pm",-7,"CARTHAGE LN & STRATTON RD","CARTHAGE LN & STRATTON RD, Scarsdale, NY",40.9736151,-73.7739162,"APPROXIMATE"
"HS 62 PM",148,19," 2:44 pm",-6,"FRANKLIN RD & STRATTON RD","FRANKLIN RD & STRATTON RD, Scarsdale, NY",40.9749132,-73.7684097,"APPROXIMATE"
"HS 62 PM",148,20," 2:47 pm",0,"67 WEAVER ST","67 WEAVER ST, Scarsdale, NY",40.9738357,-73.774953,"RANGE_INTERPOLATED"
"HS 62 PM",148,21," 2:48 pm",0,"35 WEAVER STREET","35 WEAVER STREET, Scarsdale, NY",40.9800508,-73.7760803,"RANGE_INTERPOLATED"
